,t (s),Phase (nPhi0)
67,211.7713098060201,0.6735099134497103
68,214.78115060869567,0.72721659087265
69,217.79099141137127,0.7424976722430737
70,220.80083221404675,0.8500721547731144
71,223.8106730167224,0.9089049389322625
72,226.82051381939806,0.9276730095607375
73,229.8303546220736,0.9443265009248619
74,232.84019542474914,0.9130333320352957
75,235.85003622742468,0.9783553608137303
76,241.4688652828508,0.9952974674805272
77,244.47545699777288,0.9440821346967051
78,247.4820487126949,0.9502568812543538
79,250.48864042761696,0.901555823233382
80,253.49523214253898,0.9101511006050728
81,256.5018238574611,0.8187855333739649
82,259.5084155723831,0.7498627644590585
83,262.5150072873051,0.7184115592454918
84,265.52159900222716,0.6199324118003954
85,268.52819071714924,0.6140701887449801
86,271.53478243207127,0.5373870384226819
87,274.54137414699335,0.4747092900585653
88,277.5479658619154,0.39226551826225686
89,280.55455757683745,0.3324231073513953
90,283.56114929175953,0.25460556889306635
91,286.56774100668156,0.22380672472255575
92,289.5743327216035,0.20196499240238805
93,292.5809244365256,0.18284696496785355
94,295.5875161514477,0.14846599452892534
95,301.4691212828508,0.1300288454783482
96,304.47571299777286,0.13078454200418194
97,307.4823047126948,0.13211415334876309
98,310.4888964276169,0.16212362252324497
99,313.495488142539,0.1909584474209064
100,316.50207985746107,0.24373032615605847
101,319.5086715723831,0.24715018089837346
102,322.5152632873051,0.29493523840022573
103,325.5218550022272,0.35515262002358294
104,328.5284467171492,0.40065079488017463
105,331.5350384320713,0.4561881808833255
106,334.54163014699327,0.47875610854052797
107,337.54822186191535,0.5833491184791086
108,340.55481357683743,0.5916841350946542
109,343.5614052917595,0.677902217798169
110,346.5679970066815,0.7452181945236511
111,349.57458872160356,0.802241088747715
112,352.58118043652564,0.8185742822502268
113,355.58777215144767,0.8820699982361212
114,361.4693772828508,1.0248681598897034
115,364.4759689977729,1.0138243560647915
116,367.4825607126948,1.025793167746924
117,370.4891524276169,1.1016078322307175
118,373.4957441425389,1.0613183343785513
119,376.502335857461,0.9554627687314415
120,379.5089275723831,0.998623230630207
121,382.5155192873051,0.9245001101015532
122,385.5221110022272,0.9091318218433846
123,388.52870271714926,0.8886677462743788
124,391.5352944320713,0.7483819938851862
125,394.54188614699336,0.6911911347380313
126,397.5484778619154,0.6205198016011139
127,400.5550695768376,0.5968845372852987
128,403.56166129175955,0.5585635863274315
129,406.5682530066816,0.4533697885259398
130,409.5748447216035,0.393649642904278
131,412.5814364365256,0.3613564143086665
132,415.5880281514476,0.2986558400693511
133,421.46963328285085,0.22623749505925883
134,424.4762249977729,0.20058979309841052
135,427.4828167126949,0.16212739420148345
136,430.4894084276169,0.13694810579366112
137,433.49600014253883,0.1251076884689154
138,436.5025918574609,0.17613344027248287
139,439.50918357238294,0.15756961741372055
140,442.515775287305,0.11909505380218785
141,445.5223670022271,0.1905046897292741
142,448.5289587171492,0.20782116079854732
143,451.5355504320713,0.21631824931375598
144,454.5421421469934,0.2711576729011674
145,457.54873386191537,0.3011465868425314
146,460.5553255768375,0.32901186809764194
147,463.5619172917596,0.3760929001785528
148,466.56850900668155,0.49002730438581643
149,469.5751007216037,0.583524717128116
150,472.58169243652566,0.6043371116106997
151,475.5882841514477,0.647841156128643
