,Channel Freq (Hz),Rn Al (mOhm)
122,4271199218.750051,
123,4272721562.50005,
124,4274460703.125049,
125,4276106468.750051,
126,4277286132.812551,
127,4279479820.312554,
128,4282039273.437553,
129,4284110164.062549,
130,4286499023.437551,
131,4287997835.937549,
132,4289425570.312549,
133,4291666992.187551,
134,4292875000.000051,
135,4305992210.9375515,
136,4311406015.62505,0.013767195664877798
137,4312791992.1875515,0.016667805956064232
138,4314005210.937553,0.014281104015284755
139,4315303710.9375515,
140,4317013296.875048,0.013738567174060804
141,4318709984.3750515,0.013829258092724648
142,4320594890.625052,
143,4323544039.0625515,0.014512562989136151
144,4324533507.812553,
145,4325811593.7500515,
146,4327709960.9375515,
147,4328782226.5625515,
148,4330140625.0000515,
149,4332729281.25005,
150,4334383671.87505,
151,4336378929.6875515,
152,4343277132.81255,0.013650870882821908
153,4344817382.8125515,0.013922459502687605
154,4345672039.062552,0.014585632781056356
155,4347246226.562544,0.014180409770717418
156,4348613046.87505,0.01396430426078369
157,4350437734.375053,0.01377142757076414
158,4352291992.1875515,0.013916753936934478
159,4354974609.3750515,
160,4356955382.812553,
161,4357572890.625048,
162,4359068570.312553,
163,4360840007.812552,
164,4362169062.5000515,
165,4364262695.3125515,
166,4366041992.1875515,
167,4368189453.1250515,
168,4379488656.250054,0.013628246258824445
169,4380471351.562548,0.013871572233371692
170,4381595703.1250515,0.014813530411520549
171,4383104632.8125515,0.014420664477539192
172,4384078125.0000515,0.012007549326302686
173,4386115375.0000515,
174,4387338984.3750515,
175,4389414085.9375515,0.014232551327091392
176,4391186523.4375515,
177,4392697500.000053,
178,4394416414.062554,
179,4395998460.937546,
180,4397135953.125053,
181,4398385976.562553,
182,4400951171.8750515,
183,4403535945.31255,
184,4405606609.375052,
185,4413060171.875048,0.013749340311221388
186,4414140085.937546,0.014013747112420535
187,4415268039.062546,
188,4416373789.06255,
189,4418060546.8750515,0.01396793547501747
190,4420027554.687553,0.01396463759554336
191,4421323453.125053,
192,4423157945.312549,0.01796941364813074
193,4424775671.875053,
194,4426391859.375053,
195,4428302125.000046,
196,4429306179.687555,
197,4429984710.937563,
198,4432433710.9375515,
199,4432909968.75005,
200,4435196078.12505,
201,4436247375.000053,
202,4437805429.68755,
203,4438344726.5625515,
204,4439370046.875051,
205,4441338078.125052,
206,4443481328.12505,
207,4445514578.125051,
208,4447878070.3125515,
209,4450719703.125051,
210,4452089656.25005,
211,4453972398.437549,
212,4456119906.25005,
213,4458434171.875048,
214,4460972867.187553,
215,4464165570.312548,
216,4466803335.937548,
217,4467982445.3125515,
218,4468892671.8750515,
219,4470538804.687549,
220,4471517601.5625515,
221,4473182781.250052,
222,4475341539.062549,
223,4477396226.562549,
224,4479648742.187553,
225,4482578335.937553,
226,4484572148.43755,
227,4485819640.625053,
228,4488091421.875048,
229,4490253492.187555,
230,4492509390.625048,
